epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,3487.38,0.68582,0.96045,1.20347,0.8174,0.78896,0.85755,0.64785,0.91741,0.89938,1.0784,0.008614,0.008614,0.008614
16,3741.95,0.67327,0.939,1.19645,0.82007,0.80278,0.87222,0.68389,0.85995,0.85026,1.04509,0.008515,0.008515,0.008515
17,3992.38,0.67151,0.92692,1.19189,0.78806,0.80793,0.851,0.68127,0.83768,0.81809,1.01069,0.008416,0.008416,0.008416
18,4242.62,0.66357,0.92501,1.1872,0.82592,0.80412,0.85638,0.66484,0.85138,0.81254,1.04231,0.008317,0.008317,0.008317
19,4492.12,0.65602,0.90311,1.1833,0.80313,0.81853,0.85877,0.70027,0.79675,0.80111,0.99707,0.008218,0.008218,0.008218
20,4742.39,0.64833,0.89607,1.1767,0.84475,0.80251,0.87054,0.69896,0.82425,0.76834,1.0084,0.008119,0.008119,0.008119
21,4992.03,0.64876,0.8779,1.176,0.7907,0.83581,0.85969,0.6903,0.87016,0.88734,1.05593,0.00802,0.00802,0.00802
22,5243.27,0.6486,0.88526,1.17675,0.81074,0.82043,0.87262,0.68356,0.84336,0.80083,1.03397,0.007921,0.007921,0.007921
23,5493.21,0.64478,0.87926,1.1718,0.79701,0.83461,0.87134,0.70067,0.83671,0.81985,1.02282,0.007822,0.007822,0.007822
24,5743.07,0.63569,0.85501,1.1687,0.83714,0.81454,0.87063,0.70521,0.78102,0.74276,0.99606,0.007723,0.007723,0.007723
25,5994.65,0.64205,0.86168,1.17228,0.83293,0.83389,0.88304,0.71988,0.80042,0.72071,0.98788,0.007624,0.007624,0.007624
26,6247.06,0.63303,0.84876,1.16257,0.83414,0.83677,0.88731,0.72437,0.77782,0.71821,0.96567,0.007525,0.007525,0.007525
27,6496.73,0.63123,0.85394,1.1634,0.84409,0.83058,0.88358,0.72463,0.76789,0.72168,0.96793,0.007426,0.007426,0.007426
28,6746.13,0.62926,0.847,1.16211,0.8485,0.83371,0.88997,0.72875,0.78435,0.6973,0.97538,0.007327,0.007327,0.007327
29,6996.34,0.6275,0.83993,1.15746,0.88624,0.83085,0.89438,0.72977,0.79177,0.71848,0.98811,0.007228,0.007228,0.007228
30,7246.43,0.61849,0.82424,1.15039,0.87508,0.82293,0.88856,0.73061,0.75253,0.69893,0.95258,0.007129,0.007129,0.007129
31,7506.12,0.61727,0.82577,1.15339,0.86451,0.83276,0.89865,0.71987,0.79184,0.72134,0.97908,0.00703,0.00703,0.00703
32,7768.02,0.61623,0.82415,1.15346,0.8329,0.83852,0.89349,0.73154,0.75425,0.68256,0.95693,0.006931,0.006931,0.006931
33,8023.65,0.61668,0.82264,1.15427,0.87302,0.83144,0.9003,0.74365,0.75606,0.67254,0.95578,0.006832,0.006832,0.006832
34,8273.52,0.61443,0.81187,1.1545,0.83755,0.85684,0.90511,0.73654,0.77712,0.72173,0.96666,0.006733,0.006733,0.006733
35,8523.14,0.60268,0.80351,1.14249,0.83039,0.86049,0.9034,0.74775,0.74461,0.66114,0.94777,0.006634,0.006634,0.006634
36,8773.44,0.60427,0.80525,1.14222,0.87093,0.83214,0.89806,0.74728,0.74649,0.66494,0.94614,0.006535,0.006535,0.006535
37,9023.16,0.59822,0.79656,1.13931,0.845,0.8599,0.90528,0.74731,0.74621,0.65406,0.94349,0.006436,0.006436,0.006436
38,9272.11,0.60841,0.80242,1.14603,0.84811,0.85924,0.90888,0.74905,0.73468,0.63189,0.93775,0.006337,0.006337,0.006337
39,9522.5,0.60276,0.79155,1.14239,0.87252,0.84087,0.90943,0.74846,0.74888,0.65543,0.94586,0.006238,0.006238,0.006238
40,9771.82,0.59687,0.79084,1.13777,0.88182,0.83865,0.909,0.75132,0.7374,0.6349,0.94402,0.006139,0.006139,0.006139
41,10023.7,0.59574,0.78097,1.136,0.87247,0.84974,0.90865,0.75208,0.73359,0.64369,0.93298,0.00604,0.00604,0.00604
42,10274.1,0.59508,0.78099,1.13658,0.83165,0.88013,0.91346,0.75562,0.74126,0.64041,0.93335,0.005941,0.005941,0.005941
43,10523.7,0.59054,0.77583,1.13664,0.84915,0.86402,0.90923,0.75869,0.717,0.62781,0.92448,0.005842,0.005842,0.005842
44,10774.3,0.58979,0.76677,1.13292,0.84564,0.87114,0.91112,0.75382,0.75034,0.64211,0.94464,0.005743,0.005743,0.005743
45,11023.4,0.59077,0.77306,1.13677,0.87078,0.85234,0.91029,0.76072,0.72405,0.62274,0.93271,0.005644,0.005644,0.005644
46,11275.9,0.57936,0.76023,1.12761,0.86516,0.85237,0.91406,0.75783,0.73213,0.62499,0.92928,0.005545,0.005545,0.005545
47,11526.1,0.59302,0.75707,1.13175,0.8539,0.86799,0.91412,0.76389,0.73521,0.61712,0.93551,0.005446,0.005446,0.005446
48,11775,0.58462,0.76492,1.1299,0.87579,0.85275,0.91026,0.75889,0.72917,0.63849,0.93158,0.005347,0.005347,0.005347
49,12025,inf,0.75829,1.12943,0.88276,0.86525,0.9193,0.76681,0.74167,0.62352,0.94401,0.005248,0.005248,0.005248
50,12274.1,0.578,0.75154,1.12979,0.86077,0.8727,0.92036,0.77274,0.71789,0.59785,0.91994,0.005149,0.005149,0.005149
51,12524.1,0.57828,0.73905,1.12838,0.87709,0.86124,0.91903,0.77001,0.72075,0.59549,0.91957,0.00505,0.00505,0.00505
52,12773,0.57361,0.73435,1.1231,0.86272,0.86476,0.91879,0.76633,0.72001,0.58885,0.92118,0.004951,0.004951,0.004951
53,13022.2,0.57326,0.73619,1.12228,0.87693,0.86079,0.92,0.77161,0.72549,0.59569,0.92458,0.004852,0.004852,0.004852
54,13272,0.57862,0.7454,1.12514,0.88401,0.86013,0.92097,0.77219,0.72422,0.59591,0.92972,0.004753,0.004753,0.004753
55,13521.5,0.5707,0.7383,1.12063,0.8701,0.87459,0.92278,0.7738,0.71361,0.58818,0.91748,0.004654,0.004654,0.004654
56,13773.5,0.57266,0.7387,1.11933,0.86647,0.88703,0.92596,0.77854,0.70742,0.58195,0.9129,0.004555,0.004555,0.004555
57,14022.5,0.57254,0.74013,1.12103,0.88254,0.87684,0.92502,0.77428,0.70334,0.58011,0.90216,0.004456,0.004456,0.004456
58,14272.8,0.56808,0.72429,1.11841,0.88393,0.87412,0.91983,0.77228,0.70359,0.57232,0.90038,0.004357,0.004357,0.004357
59,14522.4,0.57123,0.72564,1.12016,0.88972,0.86897,0.92197,0.7752,0.69468,0.56811,0.89622,0.004258,0.004258,0.004258
60,14772,0.56213,0.72465,1.11586,0.88342,0.8679,0.92411,0.77568,0.69737,0.57197,0.8989,0.004159,0.004159,0.004159
61,15021.7,0.56565,0.71799,1.11513,0.88195,0.87558,0.92419,0.77851,0.69949,0.57028,0.90387,0.00406,0.00406,0.00406
62,15272.9,0.56435,0.71766,1.11568,0.86105,0.88299,0.92344,0.77902,0.70153,0.57492,0.90374,0.003961,0.003961,0.003961
63,15523.1,0.56003,0.72069,1.11312,0.8766,0.87846,0.92332,0.77994,0.70015,0.57935,0.90306,0.003862,0.003862,0.003862
64,15774.3,0.56925,0.7175,1.11636,0.88332,0.86321,0.92365,0.7823,0.70617,0.57936,0.90761,0.003763,0.003763,0.003763
65,16023.9,0.55416,0.70377,1.10916,0.89089,0.86022,0.92298,0.77799,0.70641,0.57875,0.90655,0.003664,0.003664,0.003664
66,16273.6,0.56149,0.71212,1.11086,0.87503,0.87329,0.92511,0.78009,0.70822,0.58072,0.90816,0.003565,0.003565,0.003565
67,16523.3,0.55808,0.70506,1.11009,0.86575,0.88853,0.92635,0.78079,0.70636,0.57601,0.90982,0.003466,0.003466,0.003466
68,16772.3,0.56001,0.70595,1.10952,0.8629,0.88791,0.92668,0.78278,0.70101,0.569,0.90293,0.003367,0.003367,0.003367
69,17022.5,0.55527,0.68874,1.10826,0.8727,0.88095,0.92635,0.78439,0.69727,0.56492,0.89904,0.003268,0.003268,0.003268
70,17272.1,0.54682,0.69362,1.10236,0.87323,0.88064,0.92651,0.78284,0.69308,0.5634,0.89479,0.003169,0.003169,0.003169
71,17523.8,0.55326,0.7007,1.10533,0.87038,0.8855,0.9255,0.7807,0.69381,0.56225,0.89537,0.00307,0.00307,0.00307
72,17774.9,0.54465,0.68204,1.10213,0.87676,0.88143,0.92478,0.77945,0.69556,0.56432,0.89696,0.002971,0.002971,0.002971
73,18024.1,0.54718,0.68598,1.10474,0.88323,0.87881,0.92585,0.78282,0.69399,0.55905,0.89441,0.002872,0.002872,0.002872
74,18273.7,0.54865,0.6807,1.10533,0.87004,0.88156,0.9249,0.78221,0.69002,0.56022,0.89211,0.002773,0.002773,0.002773
75,18523,0.54098,0.67578,1.10139,0.87651,0.87193,0.92377,0.78355,0.69095,0.56084,0.89237,0.002674,0.002674,0.002674
76,18774.3,0.55028,0.68541,1.10577,0.88564,0.86989,0.92607,0.78423,0.69004,0.55851,0.89157,0.002575,0.002575,0.002575
77,19023.2,0.53955,0.6781,1.10046,0.88779,0.875,0.9268,0.7853,0.69037,0.55628,0.89175,0.002476,0.002476,0.002476
78,19272.6,inf,0.67903,1.10056,0.88851,0.87745,0.92709,0.78433,0.69062,0.5554,0.89221,0.002377,0.002377,0.002377
79,19522.3,0.54032,0.66666,1.09746,0.88239,0.87668,0.92645,0.78463,0.69176,0.55637,0.89241,0.002278,0.002278,0.002278
80,19773.9,0.53581,0.6638,1.09218,0.878,0.87991,0.92586,0.78575,0.69024,0.55752,0.89114,0.002179,0.002179,0.002179
81,20023,0.53899,0.66553,1.09828,0.88569,0.87633,0.9263,0.78477,0.68936,0.55838,0.88998,0.00208,0.00208,0.00208
82,20272.2,0.54378,0.6738,1.09968,0.88474,0.87801,0.92651,0.78591,0.69116,0.55942,0.89232,0.001981,0.001981,0.001981
83,20522.1,0.52941,0.65436,1.09159,0.88159,0.88081,0.9266,0.78627,0.69228,0.55766,0.89265,0.001882,0.001882,0.001882
84,20776.6,0.52877,0.65805,1.09078,0.8722,0.89167,0.92639,0.78628,0.69217,0.55769,0.8926,0.001783,0.001783,0.001783
85,21029.9,0.52623,0.64927,1.09067,0.87868,0.88587,0.92646,0.78666,0.69266,0.55843,0.89325,0.001684,0.001684,0.001684
86,21280,0.52248,0.64339,1.0898,0.87935,0.88555,0.92765,0.78775,0.69315,0.55839,0.89387,0.001585,0.001585,0.001585
87,21530.4,0.52291,0.64122,1.08866,0.87239,0.89538,0.92813,0.78727,0.69322,0.55831,0.89431,0.001486,0.001486,0.001486
88,21780.2,0.52653,0.64425,1.0878,0.87495,0.89139,0.92863,0.7881,0.69184,0.55661,0.89292,0.001387,0.001387,0.001387
89,22029.9,0.51878,0.63691,1.08531,0.87799,0.88889,0.92891,0.78822,0.69131,0.55608,0.89219,0.001288,0.001288,0.001288
90,22279.6,0.52483,0.63776,1.088,0.87581,0.89185,0.92899,0.78918,0.69165,0.55513,0.89255,0.001189,0.001189,0.001189
91,22516.3,0.62364,0.56893,1.13162,0.87705,0.89057,0.92966,0.78973,0.6903,0.55497,0.89137,0.00109,0.00109,0.00109
92,22752.7,0.61383,0.53034,1.12577,0.87617,0.89235,0.92827,0.78907,0.68966,0.55451,0.89165,0.000991,0.000991,0.000991
93,22988.8,0.60961,0.52343,1.12172,0.88297,0.88506,0.92926,0.78985,0.68872,0.55339,0.89133,0.000892,0.000892,0.000892
94,23226.8,0.60701,0.51739,1.12474,0.88763,0.88333,0.93,0.79013,0.68802,0.55261,0.89142,0.000793,0.000793,0.000793
95,23463.8,0.60755,0.5102,1.12239,0.89102,0.88121,0.93038,0.79233,0.6876,0.55202,0.89119,0.000694,0.000694,0.000694
96,23700.6,0.60498,0.50481,1.11966,0.89162,0.88093,0.93067,0.7922,0.68757,0.55245,0.89087,0.000595,0.000595,0.000595
97,23936.9,0.59916,0.50398,1.11429,0.89402,0.88031,0.9308,0.7924,0.68766,0.55254,0.8909,0.000496,0.000496,0.000496
98,24174.9,0.59443,0.49475,1.11231,0.89516,0.88031,0.9311,0.79509,0.68796,0.55203,0.89122,0.000397,0.000397,0.000397
99,24418,0.59731,0.4903,1.11439,0.89524,0.87936,0.93107,0.79327,0.68824,0.55179,0.89146,0.000298,0.000298,0.000298
100,24654.8,0.59294,0.48792,1.10611,0.89691,0.88044,0.93153,0.79509,0.68814,0.5521,0.89147,0.000199,0.000199,0.000199
