epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,16374.2,0.56348,0.72266,1.10735,0.88503,0.87429,0.92444,0.78413,0.68192,0.54472,0.88319,0.007261,0.007261,0.007261
85,16569.2,0.5645,0.71148,1.10799,0.88765,0.86932,0.92392,0.78373,0.68328,0.5441,0.88424,0.007228,0.007228,0.007228
86,16762.5,0.56413,0.71039,1.10914,0.88814,0.86721,0.925,0.78477,0.68277,0.54356,0.88384,0.007195,0.007195,0.007195
87,16956.9,0.56282,0.70836,1.10661,0.89463,0.86442,0.92604,0.78572,0.68348,0.54309,0.88479,0.007162,0.007162,0.007162
88,17153.7,0.56769,0.71095,1.10582,0.89039,0.86606,0.92637,0.7866,0.68382,0.54419,0.88506,0.007129,0.007129,0.007129
89,17347.8,0.56141,0.70843,1.10562,0.89155,0.86555,0.92678,0.78725,0.68315,0.54453,0.88421,0.007096,0.007096,0.007096
90,17542.5,0.56352,0.711,1.1069,0.8899,0.86504,0.92823,0.78733,0.68382,0.54429,0.88434,0.007063,0.007063,0.007063
91,17735.9,0.5578,0.69515,1.09483,0.88819,0.87298,0.92801,0.78699,0.68514,0.54403,0.88516,0.00703,0.00703,0.00703
92,17929,0.57032,0.71012,1.10756,0.88948,0.87412,0.92729,0.78708,0.685,0.5443,0.88513,0.006997,0.006997,0.006997
93,18123,0.56759,0.70211,1.10362,0.88651,0.87763,0.92775,0.78737,0.68518,0.54337,0.88478,0.006964,0.006964,0.006964
94,18321.5,0.5612,0.70147,1.09758,0.88696,0.87828,0.92796,0.78763,0.68457,0.54081,0.88408,0.006931,0.006931,0.006931
95,18515,0.55864,0.70176,1.1002,0.87893,0.87965,0.92821,0.78881,0.68316,0.54098,0.88245,0.006898,0.006898,0.006898
96,18709,0.56554,0.71038,1.10338,0.88281,0.88087,0.92841,0.78899,0.68276,0.54073,0.88203,0.006865,0.006865,0.006865
97,18902.9,0.55905,0.69829,1.09968,0.88782,0.88235,0.92984,0.78974,0.68287,0.53999,0.88179,0.006832,0.006832,0.006832
98,19096.3,0.564,0.69748,1.10341,0.88556,0.88204,0.92866,0.78954,0.68317,0.53958,0.88196,0.006799,0.006799,0.006799
99,19291.3,0.56679,0.70282,1.10314,0.88492,0.88345,0.92879,0.78958,0.68317,0.53887,0.88155,0.006766,0.006766,0.006766
100,19485.1,0.55745,0.70065,1.10036,0.88435,0.88508,0.93033,0.7901,0.68114,0.53766,0.87998,0.006733,0.006733,0.006733
